path,file_id,sequence_id,participant_id,phrase
train_landmarks/621929.parquet,621929,4580,89131,to over frequency vision
train_landmarks/899462.parquet,899462,4581,65302,project dog asl over evaluation science
train_landmarks/874001.parquet,874001,4582,99192,evaluation fingerspelling project jumps
train_landmarks/475498.parquet,475498,4583,93810,http://wikipedia.org/asl
train_landmarks/128643.parquet,128643,4584,57819,742 evergreen terrace
train_landmarks/967078.parquet,967078,4585,76237,to accuracy
train_landmarks/891358.parquet,891358,4586,44671,engineering dataset project learning dog american
train_landmarks/421803.parquet,421803,4587,88172,the lazy science model model american
train_landmarks/440071.parquet,440071,4588,64987,asl over over
train_landmarks/372168.parquet,372168,4589,42953,deep fingerspelling jumps science language
train_landmarks/974413.parquet,974413,4590,65392,742 evergreen terrace
train_landmarks/570490.parquet,570490,4591,61856,1600 pennsylvania ave
train_landmarks/242718.parquet,242718,4592,89840,https://youtube.com/watch
train_landmarks/816379.parquet,816379,4593,24371,(212) 555-4321
train_landmarks/170881.parquet,170881,4594,89840,guatemala lazy language
train_landmarks/520360.parquet,520360,4595,94939,10 downing street london
train_landmarks/245084.parquet,245084,4596,10851,123 main street apt 4b
train_landmarks/328472.parquet,328472,4597,64987,learning model computer fingerspelling deep
train_landmarks/131677.parquet,131677,4598,99192,university sign asl deep over deep
train_landmarks/918069.parquet,918069,4599,80284,123 main street apt 4b
train_landmarks/372323.parquet,372323,4600,91070,https://www.google.com
train_landmarks/820690.parquet,820690,4601,28726,evaluation project recognition dataset guatemala welcome
train_landmarks/995226.parquet,995226,4602,59615,1600 pennsylvania ave
train_landmarks/914231.parquet,914231,4603,60019,https://github.com/kaggle
train_landmarks/814931.parquet,814931,4604,75435,fingerspelling quick project recognition
train_landmarks/585882.parquet,585882,4605,45382,1600 pennsylvania ave
train_landmarks/460984.parquet,460984,4606,24371,(212) 555-4321
train_landmarks/991854.parquet,991854,4607,28289,https://www.google.com
train_landmarks/352958.parquet,352958,4608,22156,hello model project frequency dataset jumps
train_landmarks/864037.parquet,864037,4609,69429,(555) 234-5678
train_landmarks/840469.parquet,840469,4610,46421,(415) 555-8833
train_landmarks/254376.parquet,254376,4611,61856,742 evergreen terrace
train_landmarks/898571.parquet,898571,4612,99192,www.nytimes.com/world
train_landmarks/970456.parquet,970456,4613,47930,456 elm st suite 200
train_landmarks/546616.parquet,546616,4614,20328,fox over evaluation over analysis
train_landmarks/490016.parquet,490016,4615,71348,http://weather.com/today
train_landmarks/977815.parquet,977815,4616,46434,language quick over fox science recognition
train_landmarks/317401.parquet,317401,4617,31319,lazy analysis dataset
train_landmarks/696261.parquet,696261,4618,82357,fox engineering
train_landmarks/379069.parquet,379069,4619,99192,(212) 555-4321
train_landmarks/381686.parquet,381686,4620,80010,742 evergreen terrace
train_landmarks/163491.parquet,163491,4621,28726,742 evergreen terrace
train_landmarks/174923.parquet,174923,4622,62350,742 evergreen terrace
train_landmarks/326531.parquet,326531,4623,20328,fingerspelling lazy
train_landmarks/916350.parquet,916350,4624,40512,www.amazon.com/deals
train_landmarks/818537.parquet,818537,4625,76784,https://www.google.com
train_landmarks/405350.parquet,405350,4626,48427,lazy model lazy
train_landmarks/393247.parquet,393247,4627,80644,123 main street apt 4b
train_landmarks/994237.parquet,994237,4628,18326,www.nytimes.com/world
train_landmarks/267677.parquet,267677,4629,99733,science dog language sign guatemala
train_landmarks/134090.parquet,134090,4630,61856,hello over to dataset
train_landmarks/957340.parquet,957340,4631,66155,fox recognition dataset dog
train_landmarks/584460.parquet,584460,4632,76784,over frequency over language model
train_landmarks/333002.parquet,333002,4633,35203,742 evergreen terrace
train_landmarks/412963.parquet,412963,4634,28289,accuracy quick model learning science vision
train_landmarks/964092.parquet,964092,4635,19116,+1-800-222-3344
train_landmarks/274277.parquet,274277,4636,62581,to lazy american computer
train_landmarks/757039.parquet,757039,4637,46434,science the
train_landmarks/672660.parquet,672660,4638,61856,742 evergreen terrace
train_landmarks/539034.parquet,539034,4639,48427,dataset model the quick
train_landmarks/110726.parquet,110726,4640,52504,language model
train_landmarks/280100.parquet,280100,4641,46463,lazy brown asl
train_landmarks/965368.parquet,965368,4642,61856,computer world sign
train_landmarks/136275.parquet,136275,4643,89840,analysis to lazy
train_landmarks/316310.parquet,316310,4644,30926,800-555-0199
train_landmarks/356564.parquet,356564,4645,55082,742 evergreen terrace
train_landmarks/261443.parquet,261443,4646,61856,to engineering fox analysis
train_landmarks/337232.parquet,337232,4647,57819,welcome learning analysis dog
train_landmarks/524484.parquet,524484,4648,54597,accuracy world evaluation computer dataset hello
train_landmarks/270080.parquet,270080,4649,42953,800-555-0199
train_landmarks/513258.parquet,513258,4650,37869,science the sign to dataset sign
train_landmarks/776446.parquet,776446,4651,88104,800-555-0199
train_landmarks/972051.parquet,972051,4652,20458,dataset brown analysis quick
train_landmarks/917968.parquet,917968,4653,93320,221b baker street
train_landmarks/511903.parquet,511903,4654,30969,221b baker street
train_landmarks/730344.parquet,730344,4655,97841,fox hello
train_landmarks/620526.parquet,620526,4656,51245,742 evergreen terrace
train_landmarks/604493.parquet,604493,4657,23396,221b baker street
train_landmarks/489750.parquet,489750,4658,46434,(555) 234-5678
train_landmarks/115610.parquet,115610,4659,76237,221b baker street
train_landmarks/912514.parquet,912514,4660,65392,language analysis
train_landmarks/458505.parquet,458505,4661,93810,recognition over
train_landmarks/568019.parquet,568019,4662,42098,https://github.com/kaggle
train_landmarks/204726.parquet,204726,4663,11504,123 main street apt 4b
train_landmarks/857645.parquet,857645,4664,38221,456 elm st suite 200
train_landmarks/996501.parquet,996501,4665,14207,welcome deep american university hello
train_landmarks/207883.parquet,207883,4666,76784,learning analysis science
train_landmarks/570358.parquet,570358,4667,89840,the language over
train_landmarks/877861.parquet,877861,4668,81426,welcome jumps brown over
train_landmarks/211038.parquet,211038,4669,75435,https://github.com/kaggle
train_landmarks/447985.parquet,447985,4670,45382,1600 pennsylvania ave
train_landmarks/198657.parquet,198657,4671,75435,(415) 555-8833
train_landmarks/909388.parquet,909388,4672,28301,http://wikipedia.org/asl
train_landmarks/414061.parquet,414061,4673,82512,+1-800-222-3344
train_landmarks/151767.parquet,151767,4674,80010,american recognition vision hello recognition
train_landmarks/233011.parquet,233011,4675,20328,10 downing street london
train_landmarks/363532.parquet,363532,4676,40021,engineering american dog
train_landmarks/958404.parquet,958404,4677,98696,+1-800-222-3344
train_landmarks/808214.parquet,808214,4678,92240,221b baker street
train_landmarks/929651.parquet,929651,4679,40495,www.cdc.gov/covid
train_landmarks/871703.parquet,871703,4680,80284,world sign
train_landmarks/616568.parquet,616568,4681,62350,www.nytimes.com/world
train_landmarks/764846.parquet,764846,4682,45382,221b baker street
train_landmarks/307905.parquet,307905,4683,35203,dataset recognition engineering
train_landmarks/550885.parquet,550885,4684,69429,1600 pennsylvania ave
train_landmarks/747507.parquet,747507,4685,74686,to learning vision
train_landmarks/554338.parquet,554338,4686,59615,1-888-456-7890
train_landmarks/449745.parquet,449745,4687,16175,dataset sign model sign
train_landmarks/912476.parquet,912476,4688,65302,456 elm st suite 200
train_landmarks/845119.parquet,845119,4689,28301,fingerspelling over dataset
train_landmarks/379052.parquet,379052,4690,76784,123 main street apt 4b
train_landmarks/790447.parquet,790447,4691,46463,to university frequency
train_landmarks/768622.parquet,768622,4692,20458,brown recognition over over
train_landmarks/292483.parquet,292483,4693,64987,dataset sign
train_landmarks/469799.parquet,469799,4694,84341,over analysis world over fingerspelling
train_landmarks/717592.parquet,717592,4695,94939,vision brown guatemala
train_landmarks/931435.parquet,931435,4696,52504,+1-555-987-6543
train_landmarks/191424.parquet,191424,4697,10851,1-888-456-7890
train_landmarks/283504.parquet,283504,4698,54597,recognition vision
train_landmarks/513578.parquet,513578,4699,39256,(415) 555-8833
train_landmarks/564921.parquet,564921,4700,70217,https://youtube.com/watch
train_landmarks/517859.parquet,517859,4701,93227,www.amazon.com/deals
train_landmarks/968253.parquet,968253,4702,21915,to lazy brown model vision the
train_landmarks/342849.parquet,342849,4703,51347,dataset brown
train_landmarks/330273.parquet,330273,4704,40512,+1-800-222-3344
train_landmarks/310545.parquet,310545,4705,60019,jumps world project
train_landmarks/191062.parquet,191062,4706,37869,asl the quick
train_landmarks/122300.parquet,122300,4707,18326,project vision welcome
train_landmarks/394635.parquet,394635,4708,44993,10 downing street london
train_landmarks/884714.parquet,884714,4709,59797,742 evergreen terrace
train_landmarks/597026.parquet,597026,4710,28289,asl dog sign
train_landmarks/471183.parquet,471183,4711,95909,www.amazon.com/deals
train_landmarks/339357.parquet,339357,4712,76237,123 main street apt 4b
train_landmarks/384559.parquet,384559,4713,44671,456 elm st suite 200
train_landmarks/966294.parquet,966294,4714,99593,123 main street apt 4b
train_landmarks/999038.parquet,999038,4715,32431,(555) 234-5678
train_landmarks/315572.parquet,315572,4716,45382,evaluation fox vision
train_landmarks/931063.parquet,931063,4717,64987,learning guatemala world university
train_landmarks/850168.parquet,850168,4718,91070,www.amazon.com/deals
train_landmarks/389429.parquet,389429,4719,83000,fox dataset project project
train_landmarks/790479.parquet,790479,4720,42953,to guatemala analysis dataset fingerspelling deep
train_landmarks/928416.parquet,928416,4721,75435,+1-555-987-6543
train_landmarks/288807.parquet,288807,4722,99192,model analysis
train_landmarks/948142.parquet,948142,4723,28726,www.amazon.com/deals
train_landmarks/456705.parquet,456705,4724,59735,https://apple.com/ios
train_landmarks/562820.parquet,562820,4725,46463,http://wikipedia.org/asl
train_landmarks/976497.parquet,976497,4726,51347,computer lazy world lazy analysis world
train_landmarks/329840.parquet,329840,4727,99733,1600 pennsylvania ave
train_landmarks/908971.parquet,908971,4728,45382,+1-800-222-3344
train_landmarks/620314.parquet,620314,4729,31319,+1-555-987-6543
train_landmarks/462126.parquet,462126,4730,44993,1600 pennsylvania ave
train_landmarks/934803.parquet,934803,4731,26361,+1-800-222-3344
train_landmarks/507603.parquet,507603,4732,56566,language engineering over frequency evaluation
train_landmarks/487682.parquet,487682,4733,10851,model jumps language quick deep
train_landmarks/281358.parquet,281358,4734,66155,(212) 555-4321
train_landmarks/869594.parquet,869594,4735,46463,vision engineering
train_landmarks/103368.parquet,103368,4736,65302,american to analysis
train_landmarks/605108.parquet,605108,4737,40512,over asl world welcome
train_landmarks/718624.parquet,718624,4738,14207,recognition dog
train_landmarks/659552.parquet,659552,4739,23238,https://youtube.com/watch
train_landmarks/152335.parquet,152335,4740,22676,10 downing street london
train_landmarks/765941.parquet,765941,4741,93227,742 evergreen terrace
train_landmarks/407861.parquet,407861,4742,82357,1-888-456-7890
train_landmarks/647933.parquet,647933,4743,18326,800-555-0199
train_landmarks/579237.parquet,579237,4744,99192,https://youtube.com/watch
train_landmarks/186354.parquet,186354,4745,58520,model guatemala to fingerspelling analysis
train_landmarks/990324.parquet,990324,4746,80284,10 downing street london
train_landmarks/506532.parquet,506532,4747,75435,language accuracy guatemala brown vision
train_landmarks/827718.parquet,827718,4748,42098,www.amazon.com/deals
train_landmarks/956137.parquet,956137,4749,93320,language university jumps project deep recognition
train_landmarks/215339.parquet,215339,4750,26361,https://apple.com/ios
train_landmarks/423030.parquet,423030,4751,99192,10 downing street london
train_landmarks/576496.parquet,576496,4752,24592,asl world dog fingerspelling analysis quick
train_landmarks/138278.parquet,138278,4753,89840,800-555-0199
train_landmarks/565784.parquet,565784,4754,61856,(212) 555-4321
train_landmarks/720903.parquet,720903,4755,57819,the project science
train_landmarks/321239.parquet,321239,4756,65302,https://youtube.com/watch
train_landmarks/593882.parquet,593882,4757,82512,language jumps
train_landmarks/870593.parquet,870593,4758,56566,(212) 555-4321
train_landmarks/999281.parquet,999281,4759,83000,221b baker street
train_landmarks/773576.parquet,773576,4760,30379,(555) 234-5678
train_landmarks/744149.parquet,744149,4761,57819,https://apple.com/ios
train_landmarks/574084.parquet,574084,4762,20458,science dog evaluation deep accuracy quick
train_landmarks/593594.parquet,593594,4763,87397,fingerspelling welcome accuracy deep deep frequency
train_landmarks/628183.parquet,628183,4764,22280,the model accuracy vision model
train_landmarks/984832.parquet,984832,4765,76784,language jumps fox project
train_landmarks/375106.parquet,375106,4766,30379,fingerspelling learning brown frequency deep science
train_landmarks/526911.parquet,526911,4767,10851,123 main street apt 4b
train_landmarks/979688.parquet,979688,4768,58520,http://wikipedia.org/asl
train_landmarks/521757.parquet,521757,4769,44718,university deep analysis project guatemala recognition
train_landmarks/285924.parquet,285924,4770,23434,model brown engineering accuracy university american
train_landmarks/689144.parquet,689144,4771,42087,(415) 555-8833
train_landmarks/438541.parquet,438541,4772,40495,evaluation dog brown
train_landmarks/873364.parquet,873364,4773,42098,sign model
train_landmarks/422920.parquet,422920,4774,28289,fingerspelling world the
train_landmarks/852839.parquet,852839,4775,28131,deep vision engineering brown evaluation guatemala
train_landmarks/417180.parquet,417180,4776,40495,deep fox to language engineering science
train_landmarks/498858.parquet,498858,4777,39256,computer model
train_landmarks/560523.parquet,560523,4778,23238,+1-555-987-6543
train_landmarks/371018.parquet,371018,4779,76784,over engineering dog university dataset world
train_landmarks/924547.parquet,924547,4780,59797,(555) 234-5678
train_landmarks/831250.parquet,831250,4781,47930,http://wikipedia.org/asl
train_landmarks/588540.parquet,588540,4782,39256,fingerspelling american
train_landmarks/105851.parquet,105851,4783,46434,456 elm st suite 200
train_landmarks/772025.parquet,772025,4784,31417,800-555-0199
train_landmarks/810725.parquet,810725,4785,80010,https://apple.com/ios
train_landmarks/708067.parquet,708067,4786,26361,fox vision
train_landmarks/364867.parquet,364867,4787,15695,university vision analysis vision fox the
train_landmarks/570567.parquet,570567,4788,22280,project university
train_landmarks/263657.parquet,263657,4789,92397,1600 pennsylvania ave
train_landmarks/144597.parquet,144597,4790,14165,742 evergreen terrace
train_landmarks/313476.parquet,313476,4791,44718,https://apple.com/ios
train_landmarks/132972.parquet,132972,4792,42953,science fingerspelling
train_landmarks/654373.parquet,654373,4793,42953,(212) 555-4321
train_landmarks/676997.parquet,676997,4794,21915,+1-800-222-3344
train_landmarks/907816.parquet,907816,4795,45382,+1-555-987-6543
train_landmarks/983370.parquet,983370,4796,37653,vision the
train_landmarks/254460.parquet,254460,4797,57052,guatemala guatemala lazy vision computer brown
train_landmarks/539299.parquet,539299,4798,52504,university deep learning analysis asl
train_landmarks/215530.parquet,215530,4799,69429,(212) 555-4321
train_landmarks/525873.parquet,525873,4800,57819,742 evergreen terrace
train_landmarks/684548.parquet,684548,4801,28726,www.cdc.gov/covid
train_landmarks/981508.parquet,981508,4802,57052,http://wikipedia.org/asl
train_landmarks/578454.parquet,578454,4803,15695,www.cdc.gov/covid
train_landmarks/541743.parquet,541743,4804,65333,+1-555-987-6543
train_landmarks/394241.parquet,394241,4805,23434,+1-555-987-6543
train_landmarks/942078.parquet,942078,4806,57819,vision to sign
train_landmarks/961216.parquet,961216,4807,99192,brown the
train_landmarks/882634.parquet,882634,4808,93886,(415) 555-8833
train_landmarks/789700.parquet,789700,4809,89840,www.cdc.gov/covid
train_landmarks/789574.parquet,789574,4810,23396,fingerspelling the brown
train_landmarks/263798.parquet,263798,4811,20328,asl the language hello science
train_landmarks/962892.parquet,962892,4812,74686,hello asl
train_landmarks/898013.parquet,898013,4813,93227,123 main street apt 4b
train_landmarks/890851.parquet,890851,4814,56566,(212) 555-4321
train_landmarks/433704.parquet,433704,4815,14165,http://weather.com/today
train_landmarks/144070.parquet,144070,4816,13278,123 main street apt 4b
train_landmarks/832326.parquet,832326,4817,71348,american brown sign science
train_landmarks/485054.parquet,485054,4818,91070,deep engineering frequency model
train_landmarks/385188.parquet,385188,4819,93886,language fox frequency language engineering hello
train_landmarks/487384.parquet,487384,4820,87397,(415) 555-8833
train_landmarks/519499.parquet,519499,4821,45093,123 main street apt 4b
train_landmarks/233350.parquet,233350,4822,18326,(555) 234-5678
train_landmarks/499674.parquet,499674,4823,42087,456 elm st suite 200
train_landmarks/733674.parquet,733674,4824,88907,fingerspelling recognition jumps recognition language project
train_landmarks/996867.parquet,996867,4825,70589,jumps quick hello
train_landmarks/734212.parquet,734212,4826,44718,over fingerspelling computer
train_landmarks/111617.parquet,111617,4827,96673,456 elm st suite 200
train_landmarks/176201.parquet,176201,4828,24371,recognition over analysis asl engineering analysis
train_landmarks/730003.parquet,730003,4829,40021,recognition dataset accuracy
train_landmarks/869671.parquet,869671,4830,30969,welcome language project
train_landmarks/519238.parquet,519238,4831,99733,learning science lazy university science
train_landmarks/415734.parquet,415734,4832,13478,http://weather.com/today
train_landmarks/650703.parquet,650703,4833,44671,1-888-456-7890
train_landmarks/946703.parquet,946703,4834,30926,1-888-456-7890
train_landmarks/952595.parquet,952595,4835,99192,+1-555-987-6543
train_landmarks/309864.parquet,309864,4836,28726,engineering recognition over
train_landmarks/232177.parquet,232177,4837,62581,742 evergreen terrace
train_landmarks/104633.parquet,104633,4838,44671,world vision vision project
train_landmarks/518272.parquet,518272,4839,46463,http://wikipedia.org/asl
train_landmarks/930901.parquet,930901,4840,28726,10 downing street london
train_landmarks/793459.parquet,793459,4841,93320,(555) 234-5678
train_landmarks/398051.parquet,398051,4842,46421,brown world the sign language welcome
train_landmarks/766441.parquet,766441,4843,83000,jumps recognition sign vision model
train_landmarks/502385.parquet,502385,4844,39256,(415) 555-8833
train_landmarks/924080.parquet,924080,4845,80284,world the computer
train_landmarks/843881.parquet,843881,4846,69429,sign dog
train_landmarks/972049.parquet,972049,4847,95181,1-888-456-7890
train_landmarks/608013.parquet,608013,4848,99166,computer accuracy computer hello analysis
train_landmarks/520142.parquet,520142,4849,54597,https://apple.com/ios
train_landmarks/956114.parquet,956114,4850,13478,www.amazon.com/deals
train_landmarks/521840.parquet,521840,4851,30926,brown vision
train_landmarks/357954.parquet,357954,4852,28301,science fingerspelling
train_landmarks/205386.parquet,205386,4853,20458,language engineering over evaluation university
train_landmarks/773138.parquet,773138,4854,80010,frequency the hello university
train_landmarks/614591.parquet,614591,4855,46048,(415) 555-8833
train_landmarks/271302.parquet,271302,4856,42098,742 evergreen terrace
train_landmarks/788545.parquet,788545,4857,46434,(415) 555-8833
train_landmarks/748725.parquet,748725,4858,57447,456 elm st suite 200
train_landmarks/201641.parquet,201641,4859,30033,www.nytimes.com/world
train_landmarks/614003.parquet,614003,4860,65302,10 downing street london
train_landmarks/277794.parquet,277794,4861,94939,www.amazon.com/deals
train_landmarks/165126.parquet,165126,4862,99192,(555) 234-5678
train_landmarks/894369.parquet,894369,4863,85674,guatemala jumps to
train_landmarks/752228.parquet,752228,4864,28131,recognition brown lazy project lazy quick
train_landmarks/412758.parquet,412758,4865,13478,frequency welcome model world
train_landmarks/738513.parquet,738513,4866,18326,http://weather.com/today
train_landmarks/617348.parquet,617348,4867,94259,456 elm st suite 200
train_landmarks/886214.parquet,886214,4868,18326,frequency evaluation welcome brown guatemala
train_landmarks/105387.parquet,105387,4869,62581,fingerspelling brown dataset brown project
train_landmarks/135773.parquet,135773,4870,48427,frequency engineering brown deep guatemala over
train_landmarks/664357.parquet,664357,4871,18326,hello asl
train_landmarks/368218.parquet,368218,4872,22676,http://wikipedia.org/asl
train_landmarks/685466.parquet,685466,4873,26361,the to dataset dataset accuracy welcome
train_landmarks/975736.parquet,975736,4874,37653,1600 pennsylvania ave
train_landmarks/853206.parquet,853206,4875,44718,deep hello vision university quick
train_landmarks/615791.parquet,615791,4876,88172,quick the
train_landmarks/357771.parquet,357771,4877,30926,learning welcome
train_landmarks/426902.parquet,426902,4878,86622,http://weather.com/today
train_landmarks/119267.parquet,119267,4879,75435,recognition accuracy language
train_landmarks/286867.parquet,286867,4880,98696,https://apple.com/ios
train_landmarks/125305.parquet,125305,4881,85674,asl evaluation evaluation dataset quick american
train_landmarks/960637.parquet,960637,4882,57052,deep world engineering dataset vision
train_landmarks/660126.parquet,660126,4883,44671,asl over learning
train_landmarks/194941.parquet,194941,4884,99166,world science recognition frequency learning
train_landmarks/459185.parquet,459185,4885,40021,lazy university recognition
train_landmarks/591176.parquet,591176,4886,37869,+1-800-222-3344
train_landmarks/121668.parquet,121668,4887,11504,analysis evaluation model american american guatemala
train_landmarks/685513.parquet,685513,4888,91070,742 evergreen terrace
train_landmarks/725560.parquet,725560,4889,86622,(415) 555-8833
train_landmarks/850401.parquet,850401,4890,40512,http://wikipedia.org/asl
train_landmarks/667123.parquet,667123,4891,16175,frequency brown lazy frequency
train_landmarks/252315.parquet,252315,4892,87236,fox to world to quick
train_landmarks/270927.parquet,270927,4893,60019,lazy fox recognition
train_landmarks/522867.parquet,522867,4894,46421,www.nytimes.com/world
train_landmarks/937519.parquet,937519,4895,80284,jumps welcome recognition
train_landmarks/593233.parquet,593233,4896,28726,project hello learning world learning
train_landmarks/928332.parquet,928332,4897,35203,https://apple.com/ios
train_landmarks/811874.parquet,811874,4898,93886,university analysis brown
train_landmarks/887181.parquet,887181,4899,46434,https://youtube.com/watch
train_landmarks/882130.parquet,882130,4900,61856,www.amazon.com/deals
train_landmarks/864616.parquet,864616,4901,46421,+1-555-987-6543
train_landmarks/541685.parquet,541685,4902,23434,accuracy engineering jumps fingerspelling hello
train_landmarks/837277.parquet,837277,4903,44671,university to engineering jumps asl
train_landmarks/875802.parquet,875802,4904,93320,jumps american
train_landmarks/682509.parquet,682509,4905,38893,dog asl
train_landmarks/520777.parquet,520777,4906,82357,https://www.google.com
train_landmarks/512479.parquet,512479,4907,19116,(212) 555-4321
train_landmarks/515036.parquet,515036,4908,23434,+1-800-222-3344
train_landmarks/108769.parquet,108769,4909,70589,123 main street apt 4b
train_landmarks/866439.parquet,866439,4910,24371,vision science
train_landmarks/978098.parquet,978098,4911,81426,https://apple.com/ios
train_landmarks/716319.parquet,716319,4912,45382,https://github.com/kaggle
train_landmarks/715138.parquet,715138,4913,14207,http://wikipedia.org/asl
train_landmarks/272919.parquet,272919,4914,47930,https://github.com/kaggle
train_landmarks/770139.parquet,770139,4915,37653,www.amazon.com/deals
train_landmarks/241825.parquet,241825,4916,96673,http://weather.com/today
train_landmarks/455432.parquet,455432,4917,58520,800-555-0199
train_landmarks/904669.parquet,904669,4918,93810,language deep asl frequency
train_landmarks/702383.parquet,702383,4919,18675,guatemala quick computer
train_landmarks/659358.parquet,659358,4920,14207,123 main street apt 4b
train_landmarks/585981.parquet,585981,4921,42098,456 elm st suite 200
train_landmarks/409619.parquet,409619,4922,92397,accuracy engineering recognition jumps
train_landmarks/434519.parquet,434519,4923,11504,1-888-456-7890
train_landmarks/734362.parquet,734362,4924,47930,+1-555-987-6543
train_landmarks/445377.parquet,445377,4925,58520,(555) 234-5678
train_landmarks/230396.parquet,230396,4926,99192,fox language asl computer sign world
train_landmarks/979721.parquet,979721,4927,37869,fingerspelling fingerspelling frequency recognition
train_landmarks/819143.parquet,819143,4928,70589,742 evergreen terrace
train_landmarks/617287.parquet,617287,4929,86622,welcome fingerspelling
train_landmarks/112658.parquet,112658,4930,21915,+1-800-222-3344
train_landmarks/528226.parquet,528226,4931,69429,https://youtube.com/watch
train_landmarks/981177.parquet,981177,4932,93320,https://apple.com/ios
train_landmarks/543607.parquet,543607,4933,85674,https://www.google.com
train_landmarks/410727.parquet,410727,4934,42953,10 downing street london
train_landmarks/261756.parquet,261756,4935,18675,the lazy accuracy brown american
train_landmarks/128493.parquet,128493,4936,65302,https://github.com/kaggle
train_landmarks/813970.parquet,813970,4937,21915,www.nytimes.com/world
train_landmarks/341591.parquet,341591,4938,57819,fingerspelling accuracy
train_landmarks/431385.parquet,431385,4939,98696,1600 pennsylvania ave
train_landmarks/652137.parquet,652137,4940,89840,742 evergreen terrace
train_landmarks/491558.parquet,491558,4941,47930,http://weather.com/today
train_landmarks/416902.parquet,416902,4942,24371,https://github.com/kaggle
train_landmarks/719425.parquet,719425,4943,30926,456 elm st suite 200
train_landmarks/694718.parquet,694718,4944,28131,(415) 555-8833
train_landmarks/493610.parquet,493610,4945,93227,dog deep welcome university
train_landmarks/590249.parquet,590249,4946,23434,learning jumps university brown
train_landmarks/774219.parquet,774219,4947,42953,sign science dataset world learning recognition
train_landmarks/550557.parquet,550557,4948,56566,742 evergreen terrace
train_landmarks/680626.parquet,680626,4949,55082,+1-555-987-6543
train_landmarks/848141.parquet,848141,4950,69429,computer language fingerspelling guatemala
train_landmarks/492435.parquet,492435,4951,21915,evaluation engineering
train_landmarks/882334.parquet,882334,4952,44671,accuracy brown hello frequency accuracy
train_landmarks/205131.parquet,205131,4953,46463,the to american
train_landmarks/327555.parquet,327555,4954,13478,+1-800-222-3344
train_landmarks/250634.parquet,250634,4955,89131,learning dog deep lazy engineering fingerspelling
train_landmarks/371661.parquet,371661,4956,42325,https://apple.com/ios
train_landmarks/239850.parquet,239850,4957,69429,123 main street apt 4b
train_landmarks/955089.parquet,955089,4958,46421,456 elm st suite 200
train_landmarks/494329.parquet,494329,4959,64987,vision hello science university computer learning
train_landmarks/334707.parquet,334707,4960,26361,vision quick dog lazy
train_landmarks/703174.parquet,703174,4961,18326,https://www.google.com
train_landmarks/168428.parquet,168428,4962,20328,123 main street apt 4b
train_landmarks/339026.parquet,339026,4963,99166,sign world dog
train_landmarks/411345.parquet,411345,4964,57819,742 evergreen terrace
train_landmarks/734021.parquet,734021,4965,87236,analysis the deep
train_landmarks/447497.parquet,447497,4966,30033,welcome hello
train_landmarks/458714.parquet,458714,4967,69429,https://youtube.com/watch
train_landmarks/160375.parquet,160375,4968,51245,welcome language computer brown language
train_landmarks/331879.parquet,331879,4969,99166,https://www.google.com
train_landmarks/851431.parquet,851431,4970,28289,engineering dog over evaluation
train_landmarks/553504.parquet,553504,4971,14165,university american project
train_landmarks/328950.parquet,328950,4972,95909,(555) 234-5678
train_landmarks/534286.parquet,534286,4973,57052,learning quick fingerspelling university dataset the
train_landmarks/941644.parquet,941644,4974,46463,123 main street apt 4b
train_landmarks/685641.parquet,685641,4975,42098,123 main street apt 4b
train_landmarks/496835.parquet,496835,4976,46048,computer over american welcome
train_landmarks/760785.parquet,760785,4977,28301,(415) 555-8833
train_landmarks/964122.parquet,964122,4978,13478,www.nytimes.com/world
train_landmarks/929513.parquet,929513,4979,69429,jumps american
train_landmarks/119401.parquet,119401,4980,93886,project evaluation american science fingerspelling
train_landmarks/489284.parquet,489284,4981,20458,model science
train_landmarks/267668.parquet,267668,4982,42098,https://www.google.com
train_landmarks/357016.parquet,357016,4983,42325,accuracy vision to
train_landmarks/988090.parquet,988090,4984,24592,analysis accuracy guatemala dataset world
train_landmarks/569569.parquet,569569,4985,28726,1-888-456-7890
train_landmarks/609294.parquet,609294,4986,30033,fox university engineering
train_landmarks/832936.parquet,832936,4987,40512,dataset model learning model recognition
train_landmarks/181145.parquet,181145,4988,94939,(415) 555-8833
train_landmarks/630669.parquet,630669,4989,93320,221b baker street
train_landmarks/876043.parquet,876043,4990,85674,accuracy the world learning
train_landmarks/793988.parquet,793988,4991,30033,+1-800-222-3344
train_landmarks/537199.parquet,537199,4992,30033,world jumps dataset engineering hello
train_landmarks/499513.parquet,499513,4993,26361,http://wikipedia.org/asl
train_landmarks/264572.parquet,264572,4994,83000,learning analysis accuracy brown frequency fox
train_landmarks/745836.parquet,745836,4995,88172,+1-555-987-6543
train_landmarks/339052.parquet,339052,4996,71348,(555) 234-5678
train_landmarks/833796.parquet,833796,4997,56566,www.nytimes.com/world
train_landmarks/558162.parquet,558162,4998,69429,jumps lazy recognition
train_landmarks/656851.parquet,656851,4999,22676,university world model university
train_landmarks/269466.parquet,269466,5000,88104,10 downing street london
train_landmarks/583493.parquet,583493,5001,36062,brown american american jumps guatemala
train_landmarks/314989.parquet,314989,5002,70589,10 downing street london
train_landmarks/672560.parquet,672560,5003,57052,welcome language
train_landmarks/989003.parquet,989003,5004,22676,(212) 555-4321
train_landmarks/647520.parquet,647520,5005,16006,http://wikipedia.org/asl
